27.224.125.0	27.224.125.255	甘肃省天水市张家川县	电信
27.224.126.0	27.224.127.255	甘肃省天水市	电信
27.224.128.0	27.224.131.255	甘肃省白银市	电信
27.224.132.0	27.224.132.255	甘肃省白银市平川区	电信
27.224.133.0	27.224.143.255	甘肃省白银市	电信
27.224.144.0	27.224.145.255	甘肃省平凉市	电信
27.224.146.0	27.224.146.255	甘肃省兰州市	电信
27.224.147.0	27.224.158.255	甘肃省平凉市	电信
27.224.159.0	27.224.159.255	甘肃省平凉市华亭县	电信
27.224.160.0	27.224.175.255	甘肃省白银市	电信
27.224.176.0	27.224.191.255	甘肃省平凉市	电信
